"source";"translation";"type";"module";"status";"customer"
"Group ID";"Group ID";"B";"";"T";"N"
"Log event";"Log event";"S";"";"T";"N"
"Event(s) are deleted";"Event(s) are deleted";"S";"";"T";"N"
"No event(s) to delete";"No event(s) to delete";"S";"";"T";"N"
"Debug event(s) are deleted";"Debug event(s) are deleted";"S";"";"T";"N"
"No debug event(s) to delete";"No debug event(s) to delete";"S";"";"T";"N"
"Mail Account Name";"Mail Account Name";"S";"";"T";"N"
"From Name";"From Name";"B";"";"T";"N"
"From Email";"From Email";"S";"";"T";"N"
"Use SMTP protocol";"Use SMTP protocol";"S";"";"T";"N"
"SMTP Server";"SMTP Server";"B";"";"T";"N"
"SMTP Port";"SMTP Port";"B";"";"T";"N"
"SMTP Authentication";"SMTP Authentication";"S";"";"T";"N"
"Use SSL connection";"Use SSL connection";"S";"";"T";"N"
"SMTP Username";"SMTP Username";"S";"";"T";"N"
"Is default mail account";"Is default mail account";"S";"";"T";"N"
"Yes";"Yes";"B";"";"T";"N"
"No";"No";"B";"";"T";"N"
"Email account test mail";"Email account test mail";"B";"";"T";"N"
"Default Mail Account";"Default Mail Account";"S";"";"T";"N"
"Email settings saved";"Email settings saved";"S";"";"T";"N"
"Test mail scheduled, check outbox if it was sent.";"Test mail scheduled, check outbox if it was sent.";"S";"";"T";"N"
"Failed to restart %s row(s)";"Failed to restart %s row(s)";"S";"";"T";"N"
"%s row(s) successfully restarted";"%s row(s) successfully restarted";"S";"";"T";"N"
"To recipients";"To recipients";"S";"";"T";"N"
"Mail subject";"Mail subject";"S";"";"T";"N"
"Scheduled at";"Scheduled at";"S";"";"T";"N"
"Last retry";"Last retry";"S";"";"T";"N"
"Retry number";"Retry number";"S";"";"T";"N"
"Error message";"Error message";"S";"";"T";"N"
"Account name";"Account name";"B";"";"T";"N"
"Server Date";"Server Date";"S";"";"T";"N"
"Server Time";"Server Time";"S";"";"T";"N"
"Mail template not defined in database for class %s";"Mail template not defined in database for class %s";"S";"";"T";"N"
"Recipients empty";"Recipients empty";"S";"";"T";"N"
"Body of mail not specified";"Body of mail not specified";"S";"";"T";"N"
"From address is empty";"From address is empty";"S";"";"T";"N"
"Failed to init mail headers";"Failed to init mail headers";"S";"";"T";"N"
"Email transfer method error";"Email transfer method error";"S";"";"T";"N"
"Application Title";"Post Affiliate Pro";"S";"";"T";"N"
"Failed to save settings with error %s";"Failed to save settings with error %s";"S";"";"T";"N"
"Proxy server settings saved.";"Proxy server settings saved.";"S";"";"T";"N"
"Failed to load proxy server settings.";"Failed to load proxy server settings.";"S";"";"T";"N"
"Pdf saved";"Pdf saved";"S";"";"T";"N"
"Path to save file '%s' not exist";"Path to save file '%s' not exist";"S";"";"T";"N"
"Path to save file %s is null";"Path to save file %s is null";"S";"";"T";"N"
"Unable to create file %s%s.pdf";"Unable to create file %s%s.pdf";"S";"";"T";"N"
"Pdf output: %s";"Pdf output: %s";"S";"";"T";"N"
"Role";"Role";"B";"";"T";"N"
"Logged in";"Logged in";"S";"";"T";"N"
"Last Request";"Last Request";"S";"";"T";"N"
"entries";"entries";"S";"";"T";"N"
"SettingsImportExportDescription";"All system settings";"B";"";"T";"N"
