"source";"translation";"type";"module";"status";"customer"
"File was successfully uploaded";"Fails veiksmīgi ielādēts";"S";"";"T";"N"
"Unsupported gadget";"Neatbalstīts sīkrīks";"S";"";"T";"N"
"Gadget";"Sīkrīks";"B";"";"T";"N"
"Gadget added";"Sīkrīks pievienots";"S";"";"T";"N"
"Failed to close gadget";"Neizdevās aizvērt sīkrīku";"S";"";"T";"N"
"Gadget successfully closed";"Sīkrīks veiksmīgi aizvērts";"S";"";"T";"N"
"Docking";"Dokings";"S";"";"T";"N"
"Gadgets saved";"Sīkrīki saglabāti";"S";"";"T";"N"
"Create Account";"Izveidot kontu";"B";"";"T";"N"
"Create Database";"Izveidot datu bāzi";"B";"";"T";"Y"
"Could not create database. %s";"Neizdevās izveidot datu bāzi. %s";"S";"";"T";"N"
"doesnt exist's";"neeksistē";"S";"";"T";"N"
"Internal error";"Iekšēja kļūda";"B";"";"T";"Y"
"Error during database creation.";"Kļūda datu bāzes izveidošanas procesā.";"S";"";"T";"N"
"OK";"OK";"B";"";"T";"Y"
"Failed to read headers of CSF file %s";"Neizdevās nolasīt virsrakstus CSF failam %s";"S";"";"T";"N"
"Could not change permissions %s";"Neizdevās nomainīt atļaujas %s";"S";"";"T";"N"
"Could not open file";"Neizdevās atvērt failu";"S";"";"T";"N"
"Could not read file";"Neizdevās nolasīt failu";"S";"";"T";"N"
"Rewind unsupported in this file stream";"Atpakaļtīšana šajā failu plūsmā netiek atbalstīta";"S";"";"T";"N"
"File %s does not exist.";"Fails %s neeksistē.";"S";"";"T";"N"
"Failed to read file %s";"Neizdevās nolasīt failu %s";"S";"";"T";"N"
"Could not create directory %s";"Neizdevās izveidot direktoriju %s";"S";"";"T";"N"
"Level";"Līmenis";"S";"";"T";"N"
"Message";"Ziņa";"B";"";"T";"Y"
"File";"Fails";"S";"";"T";"N"
"Line";"Līnija";"B";"";"T";"Y"
"Group ID";"Grupas ID";"B";"";"T";"N"
"Log event";"Žurnāla ieraksts";"S";"";"T";"N"
"Event(s) are deleted";"Ieraksts(i) dzēsts(i)";"S";"";"T";"N"
"Debug event(s) are deleted";"Lāgošanas notikums(i) saglabāts(i)";"S";"";"T";"N"
"Mail Account Name";"E-pasta konta nosaukums";"S";"";"T";"N"
"From Name";"No vārda";"B";"";"T";"Y"
"From Email";"No e-pasta";"S";"";"T";"N"
"Use SMTP protocol";"Izmatot SMTP protokolu";"S";"";"T";"N"
"SMTP Server";"SMTP serveris";"B";"";"T";"N"
"SMTP Port";"SMTP ports";"B";"";"T";"Y"
"SMTP Authentication";"SMTP autorizācija";"S";"";"T";"N"
"Use SSL connection";"Izmantot SSL pieslēgumu";"S";"";"T";"N"
"SMTP Username";"SMTP lietotājvārds";"S";"";"T";"N"
"Is default mail account";"Ir noklusējuma e-pasta konts";"S";"";"T";"N"
"Yes";"Jā";"B";"";"T";"N"
"No";"Nē";"B";"";"T";"N"
"Email account test mail";"E-pasta konta pārbaudes epasts";"B";"";"T";"Y"
"Default Mail Account";"Noklusējuma e-pasta konts";"S";"";"T";"N"
"Email settings saved";"E-pasta iestatījumi saglabāti";"S";"";"T";"N"
"Failed to restart %s row(s)";"Neizdevās pārstartēt %s rindu(as)";"S";"";"T";"N"
"%s row(s) successfully restarted";"%s rinda(s) veiksmīgi pārstartētas";"S";"";"T";"N"
"To recipients";"Saņēmējiem";"S";"";"T";"N"
"Mail subject";"E-pasta tēma";"S";"";"T";"N"
"Scheduled at";"Ieplānots";"S";"";"T";"N"
"Last retry";"Pēdējais atkārtotais mēģinājums";"S";"";"T";"N"
"Retry number";"Atkārtotā mēģinājuma nummurs";"S";"";"T";"N"
"Error message";"Kļūdas ziņa";"S";"";"T";"N"
