"source";"translation";"type";"module";"status";"customer"
"Click data 2";"Klik data 2";"B";"";"T";"N"
"unpaid";"Nezaplaceno";"B";"";"T";"N"
"Username must be valid email address";"Uživatelské jmeno musí být platná e-mailová adresa";"S";"";"T";"N"
"You have to agree with terms & conditions";"Musíte souhlasit s licencí.";"B";"";"T";"N"
"is mandatory";"je povinný ";"B";"";"T";"N"
"Payout settings saved";"Nastavení plateb uloženo";"S";"";"T";"N"
"Affiliate details";"Podrobnosti partnera";"B";"";"T";"N"
"Date joined";"Datum zapojení";"B";"";"T";"N"
"Date approved";"Datum schválení";"B";"";"T";"N"
"Parent";"Nadřazený";"S";"";"T";"N"
"Firstname";"Křestní jméno";"B";"";"T";"N"
"Lastname";"Příjmení";"B";"";"T";"N"
"Parent ID";"ID nadřazeného";"S";"";"T";"N"
"Parent username";"Uživatelské jméno nadřazeného";"S";"";"T";"N"
"Parent first name";"Křestní jméno nadřazeného";"S";"";"T";"N"
"Parent last name";"Příjmení nadřazeného";"S";"";"T";"N"
"AffiliatesImportExportDescription";"Data partnerů - můžete použít k načtení nových partnerů do systému";"B";"";"T";"N"
"Status successfully set to selected url(s)";"Status úspěšne nastaven vybraným url";"S";"";"T";"N"
"Failed to set status selected url(s)";"Nepodařilo se nastavit status vybraným url";"S";"";"T";"N"
"Commission group";"Skupina zakázek";"B";"";"T";"N"
"Selected commission group(s) are changed";"Vybraná(é) skupina(y) zakázek jsou změněny";"S";"";"T";"N"
"Changes saved";"Změny uloženy";"S";"";"T";"N"
"Application Name";"Post Affiliate Pro";"S";"";"T";"N"
"New password URL";"URL pro nové heslo";"S";"";"T";"N"
"Request valid until";"Požadavek platný do";"S";"";"T";"N"
"Request new password";"Požádat o nové heslo";"B";"";"T";"N"
"Wrong username/password";"Špatné uživatelské jmeno nebo heslo";"S";"";"T";"N"
"Select account";"Vyberte účet";"B";"";"T";"N"
"Authentication failed";"Ověření selhalo";"S";"";"T";"N"
"User authenticated. Logging in.";"Uživatel ověřen. Přihlašuji.";"S";"";"T";"N"
"You entered invalid username";"Zadáno nesprávné uživatelské jméno";"S";"";"T";"N"
"Within a few minutes you will receive instructions on how to reset your password.";"Během několika minut obdržíte email s instrukcemi k resetu hesla.";"S";"";"T";"N"
"Your password was changed. Go back to login dialog and login.";"Vaše heslo bylo změněno. Vraťte se k přihlašovacímu dialogu a přihlašte se.";"S";"";"T";"N"
"Logout error";"Chyba odhlášení";"S";"";"T";"N"
"Logout successful";"Odhlášení úspěšné";"S";"";"T";"N"
"Invalid password request. You have to request again new password before trying to set password.";"Neplatná žádost o heslo. Musíte znovu požádat o nové heslo předtím než jej budete nastavovat.";"S";"";"T";"N"
"User account not approved yet";"Uživatelský účet zatím není schválen.";"S";"";"T";"N"
"Unsupported";"Nepodporováno";"S";"";"T";"N"
"Import file is not defined";"Nebyl zadán soubor k importu";"S";"";"T";"N"
"Export data";"Exportní data";"B";"";"T";"N"
"Data was successfully exported to file %s";"Data byla úspěšně exportována do souboru %s";"S";"";"T";"N"
"File name";"Název souboru";"B";"";"T";"N"
"Modules";"Moduly";"S";"";"T";"N"
"Size";"Velikost";"S";"";"T";"N"
"Could not create account. (%s)";"Nelze vytvořit účet. (%s)";"S";"";"T";"N"
"Directory %s is not writable by web server user. Please remove it or set write permissions.";"Adresář %s není zapisovatelný uživatelem web serveru. Prosím odeberte nebo přenastavte jeho oprávnění.";"S";"";"T";"N"
"Failed to delete %s filter(s)";"Nepodařilo se smazat %s filtr(y/ů)";"S";"";"T";"N"
"%s filter(s) successfully deleted";"%s filtr(y/ú) úspěšně smazán(o)";"S";"";"T";"N"
"Failed to load default mail account. Please check your mail account settings.";"Nepodařilo se načíst výchozí e-mailový účet. Prosím, překontrolujte vaše nastavení e-mailu.";"S";"";"T";"N"
"View name must be unique";"Zobrazované jméno musí být unikátní";"S";"";"T";"N"
"Maximum length of %s in %s is %s";"Maximální délka %s v %s je %s";"S";"";"T";"N"
"Relation constraint";"omezení vztahu";"S";"";"T";"N"
"must be unique";"musí být unikátní";"S";"";"T";"N"
"Error changing theme";"Chyba při změně motivu";"S";"";"T";"N"
"Theme changed";"Motiv změněn";"S";"";"T";"N"
"Failed to delete %s wallpaper(s)";"Nepodařilo se smazat %s pozadí";"S";"";"T";"N"
"%s wallpaper(s) successfully deleted";"%s pozadí úspěšně smazáno";"S";"";"T";"N"
