"source";"translation";"type";"module";"status";"customer"
"New payout option";"Tùy chọn thanh toán mới";"S";"";"T";"N"
"New payout option %s";"Tùy chọn thanh toán mới %s";"S";"";"T";"N"
"Payout option";"Tùy chọn thanh toán";"B";"";"T";"N"
"Payout history";"Lịch sử thanh toán";"B";"";"T";"N"
"Date paid";"Ngày thanh toán";"S";"";"T";"N"
"Payees";"Người thụ hưởng";"S";"";"T";"N"
"Total amount";"Tổng số tiền";"S";"";"T";"N"
"Affiliate note";"Ghi chú Affliate";"B";"";"T";"N"
"Date";"Ngày";"B";"";"T";"N"
"Data 1";"Data 1";"B";"";"N";"N"
"Data 2";"Data 2";"B";"";"N";"N"
"Clicks unique";"Clicks Đơn nhất";"S";"";"T";"N"
"Impressions unique";"Hiển thị đơn nhất";"S";"";"T";"N"
"Table name";"Tên bảng";"S";"";"T";"N"
"Records";"Bản ghi";"S";"";"T";"N"
"Total size";"Tổng dung lượng";"S";"";"T";"N"
"Data size";"Kích thước dữ liệu";"S";"";"T";"N"
"Index size";"Kích thước chỉ mục";"S";"";"T";"N"
"Transaction";"Giao dịch";"B";"";"T";"N"
"Payout status";"Tình trạng thanh toán";"B";"";"T";"N"
"Data 3";"Data 3";"B";"";"N";"N"
"Data 4";"Data 4";"B";"";"N";"N"
"Data 5";"Data 5";"B";"";"N";"N"
"Tracked by";"Lưu vết bởi";"B";"";"T";"N"
"Time";"Thời gian";"B";"";"T";"N"
"Click data 1";"Click data 1";"B";"";"N";"N"
"Click data 2";"Click data 2";"B";"";"N";"N"
"unpaid";"Chưa thanh toán";"B";"";"T";"N"
"Username must be valid email address";"Tên đăng nhập phải là địa chỉ email hợp lệ";"S";"";"T";"N"
"You have to agree with terms & conditions";"Bạn phải đồng ý với các điều khoản và điều kiện";"B";"";"T";"N"
"is mandatory";"là bắt buộc";"B";"";"T";"N"
"Payout settings saved";"Thiết lập thanh toán đã được lưu";"S";"";"T";"N"
"Affiliate details";"Chi tiết Affliate";"B";"";"T";"N"
"Date joined";"Ngày tham gia";"B";"";"T";"N"
"Date approved";"Ngày được duyệt";"B";"";"T";"N"
"Parent";"Parent";"S";"";"N";"N"
"Firstname";"Tên";"B";"";"T";"N"
"Lastname";"Họ";"B";"";"T";"N"
"Parent ID";"Parent ID";"S";"";"N";"N"
"Parent username";"Tên người dùng của Parent";"S";"";"T";"N"
"Parent first name";"Tên của Parent";"S";"";"T";"N"
"Parent last name";"Họ của Parent";"S";"";"T";"N"
"AffiliatesImportExportDescription";"Dữ liệu Affliate - bạn có thể dùng nó để load affiliate mới vào hệ thống";"B";"";"T";"N"
"Status successfully set to selected url(s)";"Tình trạng thành công thiết lập url chọn";"S";"";"T";"N"
"Failed to set status selected url(s)";"Không để thiết lập trạng thái cho url đã chọn";"S";"";"T";"N"
"Commission group";"Nhóm hoa hồng";"B";"";"T";"N"
"Selected commission group(s) are changed";"Chọn hoa hồng nhóm được thay đổi";"S";"";"T";"N"
"Changes saved";"Thay đổi đã lưu";"S";"";"T";"N"
"Application Name";"Post Affiliate Pro";"S";"";"N";"N"
"New password URL";"URL Mật khẩu mới";"S";"";"T";"N"
"Request valid until";"Yêu cầu hợp lệ cho đến khi";"S";"";"T";"N"
"Request new password";"Yêu cầu Mật khẩu Mới";"B";"";"T";"N"
"Wrong username/password";"Sai Tên người dùng (Email) và/hoặc Mật khẩu";"S";"";"T";"N"
